Candidate ID,Father Name as per affidavit,Age,Self Profession,Spouse Profession,Criminal Cases Count,Education Category,Education Details,Self Occupation,Self Source of Income,Spouse Source of Income,Movable Assets (Self),Movable Assets (Spouse),Movable Assets (Total),Immovable Assets (Self),Immovable Assets (Spouse),Immovable Assets (Total),Total Assets,Liabilities (Self),Liabilities (Spouse),Total Liabilities,Criminal Case Details
32,Nagi Reddy,62,Farmer,Homemaker,5,10th Pass,"Secondary School Certificate, ZPHS  Veldurthy - 1979;             		 Details of PAN and status of Income Tax return",Farmer,Agriculture,Nil,"5,54,082.98","29,46,070.77","36,04,421.69","2,91,36,000",,"2,91,36,000","3,27,40,422",,,"28,68,385","2 charges related to Attempt to murder (IPC Section-307)1 charges related to Kidnapping or abducting in order to murder (IPC Section-364)1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324)1 charges related to Punishment for criminal intimidation (IPC Section-506) 3 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 3 charges related to Punishment for Rioting (IPC Section-147) 3 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 2 charges related to Rioting, armed with deadly weapon (IPC Section-148) 1 charges related to Causing hurt by act endangering life or personal safety of others (IPC Section-337) 1 charges related to Danger or obstruction in public way or line of navigation (IPC Section-283) 1 charges related to Malignant act likely to spread infection of disease dangerous to life (IPC Section-270) 1 charges related to Dis"
461,Late Kollu Subbarao,53,Business Naveena Rice Industries,Politics Business Naveena Rice Industries,15,Graduate Professional,"LLB, 2209 Hindu Law College, Nagarjuna University;             		 Details of PAN and status of Income Tax return",Business Naveena Rice Industries,Business Naveena Rice Industries,"Business Naveena Rice Industries,Receiving Pensions as EX-MLA","91,59,573","98,18,693","1,90,27,947","6,65,92,230","2,01,13,650","8,77,05,880","10,76,33,827","2,74,71,337","1,13,20,983","3,87,92,320","4 charges related to Punishment for criminal intimidation (IPC Section-506)2 charges related to Illegal payments in connection with an election (IPC Section-171H)1 charges related to Criminal breach of trust by public servant, or by banker, merchant or agent (IPC Section-409)1 charges related to Punishment for murder (IPC Section-302) 11 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 6 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 6 charges related to Punishment for wrongful restraint (IPC Section-341) 5 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 3 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 3 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 2 charges related to Punishment of abetment if the "
1833,M.S.Kullayappa,44,Social Service,House Wife,25,Graduate,"Bachelor of Arts Nagarjuna University Oct 2020;             		 Details of PAN and status of Income Tax return",Social Service,Agriculture,NIL,"1,29,218","7,50,549","8,79,767","1,50,000","2,40,000","3,90,000","12,69,767","2,50,000","2,50,000","5,00,000","2 charges related to Promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, etc., and doing acts prejudicial to maintenance of harmony (IPC Section-153A)1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324)1 charges related to Kidnapping or abducting in order to murder (IPC Section-364)1 charges related to Attempt to murder (IPC Section-307)1 charges related to Punishment for extortion (IPC Section-384)1 charges related to Punishment for criminal intimidation (IPC Section-506)1 charges related to Deliberate and malicious acts, intended to outrage religious feelings or any class by insulting its religion or religious beliefs (IPC Section-295A)1 charges related to Section 505(2) (IPC Section-505(2)) 15 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 13 charges related to Punishment for wrongful restraint (IPC Section-341) 11 charges related to Acts d"
23,Late M. Akbar Saheb,56,Transport Business,Housewife,10,10th Pass,"S.S.C. Arogyavaram English Medium High School,Arogyavaram During the year 1984-85.;             		 Details of PAN and status of Income Tax return",Transport Business,Transport Business,Housewife,"5,47,876","1,23,27,906","1,71,43,944.85","3,45,50,000","4,15,00,000","8,05,50,000","9,76,93,945","2,40,16,210",,"2,53,16,210","1 charges related to Lurking house trespass or house-breaking by night in order to commit offence punishable with imprisonment (IPC Section-457)1 charges related to Theft in dwelling house, etc. (IPC Section-380)1 charges related to Illegal payments in connection with an election (IPC Section-171H)1 charges related to Attempt to murder (IPC Section-307)1 charges related to Abetment of offence punishable with death or imprisonment for life (IPC Section-115)1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324)1 charges related to Punishment for criminal intimidation (IPC Section-506) 4 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 4 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 4 charges related to Punishment for wrongful restraint (IPC Section-341) 3 charges related to Punishment for public nuisance in cases not otherwise"
2677,Appala Naidu,70,Politician,House Wife,7,Graduate,"Bachelor of Commerce from A.M.A. L. College Anakapalli In Year 1978, Andhra University ;             		 Details of PAN and status of Income Tax return",Politician,Cultivation,Nil,"9,39,818","22,30,000","31,69,818","21,17,49,000","5,81,67,000","26,99,16,000","27,30,85,819",,,,"3 charges related to Promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, etc., and doing acts prejudicial to maintenance of harmony (IPC Section-153A)2 charges related to Statements conducing to public mischief (IPC Section-505)2 charges related to Punishment for criminal intimidation (IPC Section-506)1 charges related to Sexual harassment (unwelcome physical contact,advances,demand,request for sexual favours, showing pornography, sexually coloured remark) (IPC Section-354A)1 charges related to Section 505(2) (IPC Section-505(2)) 3 charges related to Intentional insult with intent to provoke breach of the peace (IPC Section-504) 2 charges related to Word, gesture or act intended to insult the modesty of a woman (IPC Section-509) 2 charges related to Defamation (IPC Section-499) 2 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 1 charges related to Obscene acts and songs (IPC Sec"
261,Late Veerraju,71,Business and Sitting M.L.A,House wife,6,Graduate,"B. Com From Andhra University- Waltair In The Year May-1974;             		 Details of PAN and status of Income Tax return",Business and Sitting M.L.A,"Honorarium, Business Income And Income From Agricultural Lands",Business income And Income From Agricultural Lands,"2,28,98,612","10,77,99,115","23,50,43,724","9,81,82,402","21,45,30,002","45,83,57,585","69,32,84,933","74,57,920","1,45,10,038","6,72,90,573",1 charges related to Punishment for wrongful restraint (IPC Section-341) 1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34)
47,Chadra Babu Naidu Nara,43,Social Service (Politician),Business,17,Post Graduate,"Master of Business Administration, Stanford University, USA, Year of Completion 2008 ;             		 Details of PAN and status of Income Tax return",Social Service (Politician),Dividend Income,"Salary, Business, Rental Income, Other incomes","3,41,68,22,459","45,06,30,277","3,94,09,65,338","92,31,09,546","35,59,21,125","1,48,08,01,696","5,42,17,67,034","3,48,81,937","14,37,41,638","18,49,23,996",
175,Late Y. Bheema Reddy,62,Agriculturist,Housewife,1,10th Pass,"S.S..E 2010 through National Open Institute of Open School, Nandyal. Kurnool District;             		 Details of PAN and status of Income Tax return",Agriculturist,Agriculturist,House Rents,"61,16,922","26,31,699","87,48,621","91,27,500","1,48,80,872","2,40,08,372","2,29,64,408","50,88,495","22,57,899.25",,1 charges related to Obstructing public servant in discharge of public functions (IPC Section-186) 1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 1 charges related to Punishment for wrongful restraint (IPC Section-341)
2647,Narayana Reddy Kandula,56,Politician,Business,13,12th Pass,"Siddhartha College, Intermediate Board AP, Passing Year 1986 Bachelor of Engineering (Discontinued) Gulbarga University, Karnataka;             		 Details of PAN and status of Income Tax return",Politician,Government Pension,Business,"27,90,280","2,72,86,160","3,01,62,497","60,00,000","92,00,000","1,52,00,000","4,53,62,497",,"4,00,00,000","4,00,00,000",1 charges related to Punishment for undue influence or personation at an election (IPC Section-171F) 4 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 4 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 3 charges related to Punishment for wrongful restraint (IPC Section-341) 3 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 2 charges related to Negligent act likely to spread infection of disease dangerous to life (IPC Section-269) 1 charges related to Disobedience to quarantine rule (IPC Section-271) 1 charges related to Threat of injury to public servant (IPC Section-189) 1 charges related to Danger or obstruction in public way or line of navigation (IPC Section-283)
431,Venkata Satyanarayana Raju,53,Business,Business,1,12th Pass,"Intermediate S.K.B.R.College, Amalapuram For The Year 1988-1990;             		 Details of PAN and status of Income Tax return",Business,Business,Business,"3,59,80,729","2,70,30,424","6,56,17,824","25,08,05,000","2,04,00,000","33,06,15,000","39,62,27,824","15,88,31,509","1,85,92,909","17,74,24,418","Cases where Pending Serial No.FIR No.Case No.CourtIPC Sections ApplicableOther Details / Other Acts / Sections Applicable Charges Framed Date on which charges were framedAppeal FiledDetails and present status of appeal 1 Crime No. 11/2023 SHO. I.Polavaram P.S. Dr.B.R.Ambedkar Konaseema District Section 3 and 4 of A.P. Gaming Act No No Cases where Convicted Serial No.Case No.CourtIPC Sections ApplicableOther Details / Other Acts / Sections Applicable Punishment ImposedDate on which convictedAppeal FiledDetails and present status of appeal ---------No Cases-------- Disclaimer: This information is an archive of the candidate's self-declared affidavit that was filed during the elections. The current status of this information may be different. For the latest available information, please refer to the affidavit filed by the candidate to the Election Commission in the most recent election."
340,Late Subbaiah Putta,62,Business and Politician,Business,4,10th Pass,"S.S.C (Secondary School Certificate ) - Z P High School Palugurallapalle, Passed in the year f 1978;             		 Details of PAN and status of Income Tax return",Business and Politician,Salary Rental Income,"Salary, Rental and Business Income","40,54,84,471","26,80,95,171","67,59,57,044","10,12,67,100","3,98,05,350","14,42,42,130","82,01,99,174",,,,1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324)1 charges related to Attempt to murder (IPC Section-307) 2 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 2 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427) 1 charges related to Punishment for Rioting (IPC Section-147) 1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 1 charges related to Threat of injury to public servant (IPC Section-189) 1 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 1 charges related to Punishment for wrongful restraint (IPC Section-341) 1 charges 
344,Sri Vasantha Nageswara Rao,56,Public Service and Business,Business,2,10th Pass,"SSC from Sri Patibandla Sitaramaiah High School, SSC Board Secondary School Certificate In 1985;             		 Details of PAN and status of Income Tax return",Public Service and Business,"Salary / Remuneration, Rent ,Business, etc","Salary / Remuneration, Rent ,Business, etc","81,18,68,715","6,70,64,634","88,32,23,376","91,94,21,850","9,87,000","1,00,56,03,237","1,88,88,26,613","48,34,24,774",,"48,34,24,774","1 charges related to Cheating and dishonestly inducing delivery of property (IPC Section-420)1 charges related to Criminal breach of trust by public servant, or by banker, merchant or agent (IPC Section-409) 1 charges related to Punishment of criminal conspiracy (IPC Section-120B)"
121,MUDDUKRISHNAMA NAIDU,49,Business,Business,10,Post Graduate,"PG-Master of Science from University of Bridgeport, USA In 2000,  UG-Bachelor of Engineering from MJ Collage, Osmania University, Hyderabad In 1997;             		 Details of PAN and status of Income Tax return",Business,Business,Business,"3,09,48,657","1,20,13,275","4,29,61,932","19,76,98,100","10,00,000","19,86,98,100","24,16,60,034","7,17,36,031",,"7,17,36,031","2 charges related to Assault or criminal force to woman with intent to outrage her modesty (IPC Section-354)2 charges related to Punishment for criminal intimidation (IPC Section-506)1 charges related to Punishment for undue influence or personation at an election (IPC Section-171F)1 charges related to Promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, etc., and doing acts prejudicial to maintenance of harmony (IPC Section-153A) 2 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 2 charges related to Negligent act likely to spread infection of disease dangerous to life (IPC Section-269) 2 charges related to Punishment for wrongful restraint (IPC Section-341) 1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 1 charges related to Disobedience to quarantine rule (IPC Section-271) 1 charges related to Malign"
343,Prabhakara Rao,45,House wife/Ex M.L.A,Resigned from the Job,23,Graduate Professional,"B.Tech , CR Reddy College, Eluru , 1998 - 2002;             		 Details of PAN and status of Income Tax return",House wife/Ex M.L.A,Pensioner As Ex.M.L.A,Rent on the House,"49,32,000",,"49,32,000","1,25,00,000","40,00,000","1,65,00,000","2,14,32,000","11,70,334",,"11,70,334","2 charges related to Section 505(2) (IPC Section-505(2))1 charges related to Promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, etc., and doing acts prejudicial to maintenance of harmony (IPC Section-153A)1 charges related to House-trespass in order to commit offence punishable with imprisonment (IPC Section-451)1 charges related to House-trespass after preparation for hurt, assault or wrongful restraint (IPC Section-452)1 charges related to Assault or criminal force to woman with intent to outrage her modesty (IPC Section-354)1 charges related to Punishment for criminal intimidation (IPC Section-506)1 charges related to Mischief by destroying or moving, etc., a land- mark fixed by public authority Mischief by fire or explosive substance with intent to cause damage to amount of one hundred or (in case of agricultural produce) ten rupees (IPC Section-435) 9 charges related to Punishment for Being member of an unlawful assembly (I"
358,G Gandhi,44,Farmer,Anganvadi Teacher,,12th Pass,"Senior Secondary School Examination from National Open School,New Delhi/2022;             		 Details of PAN and status of Income Tax return",Farmer,Agriculture,Salary By Anganvadi,"6,50,713","4,40,902","10,91,615","11,00,000",,"11,00,000","21,91,615","1,59,000",,"1,59,000",
129,Nasyam Mohammed Ibrahim Khaleel,75,"Business, Politics",House Maker,3,10th Pass,"Metriculation from Municipal High School, Nandyal;             		 Details of PAN and status of Income Tax return","Business, Politics","Rents, Pension as Ex. M.L.C.",Rents,"47,10,000","41,25,000","88,35,000","7,65,00,000","4,00,00,000","11,65,00,000","12,53,35,000",,,,"Cases where Pending Serial No.FIR No.Case No.CourtIPC Sections ApplicableOther Details / Other Acts / Sections Applicable Charges Framed Date on which charges were framedAppeal FiledDetails and present status of appeal ---------No Cases-------- Cases where Convicted Serial No.Case No.CourtIPC Sections ApplicableOther Details / Other Acts / Sections Applicable Punishment ImposedDate on which convictedAppeal FiledDetails and present status of appeal 1 CC No. 146/2015 Judicial First Class Magistrate For Railways- Guntur Sec. 174(a) Railway Act Directed to pay a fine Rs. 500 in default to undergo imprisonment for two months fine of Rs. 500 paid 29 Jul 2016No 2 CC No. 149/2015 Judicial First Class Magistrate For Railways- Guntur Sec. 174(a) r/w 146, 147 Railway Act Directed to pay a fine Rs. 500 in default to undergo imprisonment for two months fine of Rs. 500 paid 29 Jul 2016No 3 CC No. 151/2015 Judicial First Class Magistrate For Railways- Guntur Sec. 174(a) r/w 146, 147 Railway Act Direc"
153,Late Chalapati Rao,67,Agriculture,Business,,10th Pass,"10th Class (SSC) from ZP High School, Budithi;             		 Details of PAN and status of Income Tax return",Agriculture,Agriculture and Ex MLA Pension From APLA,Business,"64,09,309.97","59,85,920.22","1,23,95,230.19","3,50,24,500","55,38,000","4,05,62,500","5,29,57,730","63,25,983.01",,,
408,Bommidi Narasimha Rao,53,Business,Business,6,10th Pass,"S.S.C From Ravindhra Bharathi Bhimavaram, Board of secondary school certificate 1989;             		 Details of PAN and status of Income Tax return",Business,Business,Business,"44,25,314","15,87,506","62,02,546","54,25,000","57,60,000","1,11,85,000","1,73,87,638","1,46,52,087","25,99,000","1,72,51,087",6 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 6 charges related to Punishment for wrongful restraint (IPC Section-341) 5 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 5 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 3 charges related to Punishment for public nuisance in cases not otherwise provided for (IPC Section-290) 1 charges related to Punishment for Rioting (IPC Section-147) 1 charges related to Obstructing public servant in discharge of public functions (IPC Section-186) 1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34)
46,Mohana Rao,66,Medical Practioner,Private Employment,17,Post Graduate,"M.S.Orthpaedics from University of Health Sciences Vijayawada AP completed in the year 1992;             		 Details of PAN and status of Income Tax return",Medical Practioner,Income from Medical Profession and Rental Income,"Salary,House Rental Income,Interest on Deposits and Others and Agricultural Income","23,85,48,583","2,66,52,707","28,16,95,311","6,45,96,850","1,04,53,050","14,14,40,020","42,31,35,331","24,50,89,590","79,00,000","25,29,89,590","3 charges related to Punishment for criminal intimidation (IPC Section-506)2 charges related to Promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, etc., and doing acts prejudicial to maintenance of harmony (IPC Section-153A)1 charges related to Attempt to murder (IPC Section-307)1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324)1 charges related to Assault or criminal force to woman with intent to outrage her modesty (IPC Section-354) 10 charges related to Punishment for wrongful restraint (IPC Section-341) 10 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 7 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 7 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 5 charges related to Assault or criminal force to deter public se"
67,Late Varahalu Dora,68,Politician,Business,17,12th Pass,"Intermediate  (Board of  Secondary Education , Andra Pradesh -1975);             		 Details of PAN and status of Income Tax return",Politician,Pension,Business & Agricultural Income,"1,13,33,032.42","4,79,24,824.42","5,93,07,856.84","5,04,61,500","10,84,63,200","15,89,24,700","21,82,32,557",,"2,86,73,579","2,86,73,579","6 charges related to Promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, etc., and doing acts prejudicial to maintenance of harmony (IPC Section-153A)5 charges related to Section 505(2) (IPC Section-505(2))4 charges related to Punishment for criminal intimidation (IPC Section-506)3 charges related to Statements conducing to public mischief (IPC Section-505)1 charges related to Forgery of valuable security, will, etc. (IPC Section-467)1 charges related to Having possession of document described in Section 466 or 467, knowing it to be forged and intending to use it as genuine (IPC Section-474) 10 charges related to Intentional insult with intent to provoke breach of the peace (IPC Section-504) 6 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 5 charges related to Malignant act likely to spread infection of disease dangerous to life (IPC Section-270) 5 charges related to Acts done by sev"
398,Venkata Nagendra Vara Prasad Lokam,57,Business,Business,,Post Graduate,"Master of Science in Computer Science, Kent State University, USA, 1995;             		 Details of PAN and status of Income Tax return",Business,Business,Business,"25,32,43,198","2,23,69,24,620","2,49,01,67,818","31,41,98,110","10,73,79,920","42,15,78,030","2,91,17,45,849","2,69,87,676","2,69,87,676","5,39,75,352",
240,Late Subbaramaiah Ponguru,69,Social Service,Business,8,Doctorate,"Doctor of Philosophy ( Statistics) Sri Venkateswara University at Tirupathi 2002, Master of Science Gold Medalist Sri Venkateswara University at Tirupathi 2002;             		 Details of PAN and status of Income Tax return",Social Service,Income from House Property & Other Income,Income from House Property & Other Income,"78,66,58,865","1,00,87,50,306","1,79,54,09,171","2,07,50,46,527","4,37,02,70,450","6,44,53,16,977","8,24,07,52,381","62,43,16,234","1,27,74,17,785","1,90,17,34,019",4 charges related to Cheating and dishonestly inducing delivery of property (IPC Section-420)3 charges related to Punishment for criminal intimidation (IPC Section-506)1 charges related to Husband or relative of husband of a woman subjecting her to cruelty (IPC Section-498A)1 charges related to Assault or criminal force to woman with intent to outrage her modesty (IPC Section-354)1 charges related to Criminal breach of trust by clerk or servant (IPC Section-408)1 charges related to Abetment of suicide (IPC Section-306) 5 charges related to Punishment of criminal conspiracy (IPC Section-120B) 4 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 2 charges related to Co-operation by doing one of several acts constituting an offence (IPC Section-37) 2 charges related to When such an act is criminal by reason of its being done with a criminal knowledge or intention (IPC Section-35) 2 charges related to Effect caused partly by act and partly b
11,KotamReddy Babi Reddy,61,Real Estate,Business,4,12th Pass,"Sri Venkateswara University VR College Nellore,B.Com (Discontinued)1983 to 1986.;             		 Details of PAN and status of Income Tax return",Real Estate,Business,Business,"95,61,265","59,81,666","1,55,42,931","25,38,000","64,33,400","89,71,400","2,45,14,331","12,63,979","4,26,234","16,90,213","1 charges related to Punishment for kidnapping (IPC Section-363)1 charges related to Causing disappearance of evidence of offence, or giving false information to screen offender (IPC Section-201) 2 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 1 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 1 charges related to Punishment for wrongful restraint (IPC Section-341) 1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 1 charges related to Punishment for house-trespass (IPC Section-448)"
405,Someswara Rao,66,Social Service Politician,Dide,7,Post Graduate,"Masters of Arts Economics Andhra University 1984;             		 Details of PAN and status of Income Tax return",Social Service Politician,Pension,Not Applicable,"5,39,82,215","1,55,41,159","6,95,23,374","6,69,35,000","40,00,000","7,09,35,000","13,82,26,881","1,93,82,439",,"1,93,82,439","1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324)1 charges related to Punishment for criminal intimidation (IPC Section-506)1 charges related to Assault or criminal force to woman with intent to outrage her modesty (IPC Section-354)1 charges related to Punishment for extortion (IPC Section-384)1 charges related to Voluntarily causing hurt to deter public servant from his duty (IPC Section-332) 4 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 4 charges related to Punishment for Rioting (IPC Section-147) 3 charges related to Punishment for voluntarily causing hurt (IPC Section-323) 2 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 2 charges related to Rioting, armed with deadly weapon (IPC Section-148) 2 charges related to Acts done by several persons in furtherance of common intention (IPC Sectio"
355,Kolusu Peda Reddaiah,61,Agriculture and Politician,Business,5,12th Pass,"Intermediate From ST Joseph Junior College Hyderabad, B.Tech Discontinued From CBIT, Hyderabad;             		 Details of PAN and status of Income Tax return",Agriculture and Politician,"Renumeration, Rent, Business Income etc.,",Renumeration,"6,25,70,653.55","2,59,26,137","8,84,96,790.55","8,13,96,991","3,03,54,000","11,17,50,991","20,02,47,782","1,26,41,086",,"1,26,41,086",2 charges related to Punishment for wrongful restraint (IPC Section-341) 2 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 1 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 1 charges related to Furnishing false information (IPC Section-177) 1 charges related to Punishment for Rioting (IPC Section-147) 1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427)
369,Damacharla Venkata Krishna Rao,51,"Politician, Business",Business,18,Graduate Professional,"B.Tech-P.E.S. Institute of Technology, Bangalore, 1998;             		 Details of PAN and status of Income Tax return","Politician, Business",Business,Business,"10,91,01,368.65","5,74,30,096.19","22,18,09,310.99","12,42,32,942","26,43,91,400","92,22,24,342","1,14,40,32,575","1,34,36,370","17,93,29,148","33,35,65,231",2 charges related to Punishment for criminal intimidation (IPC Section-506)1 charges related to Punishment for extortion (IPC Section-384)1 charges related to Punishment for bribery (IPC Section-171E) 7 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 6 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 6 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 5 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 5 charges related to Punishment for wrongful restraint (IPC Section-341) 3 charges related to Malignant act likely to spread infection of disease dangerous to life (IPC Section-270) 3 charges related to Negligent act likely to spread infection of disease dangerous to life (IPC Section-269) 3 charges related to Acts done by several persons in furtherance of comm
142,Pentam Raju,40,Adovacate,ZPTC (G.K. Veedhi Mandal),,Post Graduate,"M.A. from Andhra Pradesh University, Visakhapatnam in 2008, LLB from Andhra University, Visakhaptnam in 2011;             		 Details of PAN and status of Income Tax return",Adovacate,Advocate Profession,ZPTC Honorarium,"20,39,512","16,20,320","50,98,365",,,,"50,98,365",,"1,20,000","1,20,000",
406,Late Dharmarao,56,"Agriculture, Aquaculture, Present Member of A.P. Legislative Assemble","Business, Agriculture",20,Doctorate,"Doctor of Philosophy (PhD) in Geography Andhra University 2005;             		 Details of PAN and status of Income Tax return","Agriculture, Aquaculture, Present Member of A.P. Legislative Assemble","Agriculture, Aquaculture, Present Member of A.P. Legislative Assemble","Business, Agriculture","36,38,013","1,17,32,393","1,82,97,310","3,16,70,000","3,11,96,000","7,68,42,000","9,51,39,310","74,135",,"74,135",2 charges related to Voluntarily causing hurt to deter public servant from his duty (IPC Section-332)1 charges related to Section 505(2) (IPC Section-505(2)) 8 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 7 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 6 charges related to Punishment for wrongful restraint (IPC Section-341) 5 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 5 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 4 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 3 charges related to Malignant act likely to spread infection of disease dangerous to life (IPC Section-270) 2 charges related to Punishment for Rioting (IPC Section-147) 2 charges related to Intentional insult with intent to provo
1059,Late Gopala Rao,47,Politician,Government Employee,6,Post Graduate,"Master of Science (Osmania University) 2006;             		 Details of PAN and status of Income Tax return",Politician,Agriculture,Employee (State Government),"19,75,000","7,60,000","27,35,000","56,30,810",,"56,30,810","83,65,810","12,60,000",,"12,60,000",1 charges related to Punishment for criminal intimidation (IPC Section-506) 1 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 1 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149)
120,Late Ramakrishna Reddy N,67,Cultivation & Business,Cultivation & Business,24,Graduate,"B.Com. From V.V.Puram College, Bangalore University, Year-1980;             		 Details of PAN and status of Income Tax return",Cultivation & Business,Agricluture & Business,"Agriculture, Business","17,03,52,929","1,22,04,017","18,93,80,374","11,84,45,500","60,00,000","12,44,45,500","31,38,25,874","11,72,21,860","71,25,850","12,43,47,710","7 charges related to Punishment for criminal intimidation (IPC Section-506)2 charges related to Attempt to murder (IPC Section-307)1 charges related to Abetment of offence punishable with death or imprisonment for life (IPC Section-115)1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324)1 charges related to Promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, etc., and doing acts prejudicial to maintenance of harmony (IPC Section-153A)1 charges related to Punishment for undue influence or personation at an election (IPC Section-171F) 14 charges related to Punishment for wrongful restraint (IPC Section-341) 11 charges related to Disobedience to order duly promulgated by public servant (IPC Section-188) 9 charges related to Punishment for Being member of an unlawful assembly (IPC Section-143) 7 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34)"
